Station_Name,Station Id,State Code,Network Code,Network Name,Elevation,Latitude,Longitude
Sonora_Pass,771,CA,SNTL,SNOTEL,8827,38.3103,-119.59942
Sourdough_Gulch,985,WA,SNTL,SNOTEL,4000,46.23718,-117.39438
South_Brush_Creek,772,WY,SNTL,SNOTEL,8440,41.32943,-106.50248
South_Colony,773,CO,SNTL,SNOTEL,10800,37.96811,-105.53787
South_Fork_Bull_Run,925,OR,SNTL,SNOTEL,2690,45.44575,-122.03125
South_Mtn.,774,ID,SNTL,SNOTEL,6500,42.76478,-116.90037
South_Pass,775,WY,SNTL,SNOTEL,9040,42.57317,-108.84325
Spencer_Meadow,776,WA,SNTL,SNOTEL,3400,46.1795,-121.92661
Spirit_Lake,777,WA,SNTL,SNOTEL,3520,46.26113,-122.1772
Spirit_Lk,1117,UT,SNTL,SNOTEL,10235,40.83868,-110.00527
Spratt_Creek,778,CA,SNTL,SNOTEL,6115,38.66625,-119.81755
Spring_Creek_Divide,779,WY,SNTL,SNOTEL,9000,42.5254,-110.6615
Spruce_Springs,984,WA,SNTL,SNOTEL,5700,46.18287,-117.54155
Spud_Mountain,780,CO,SNTL,SNOTEL,10660,37.69866,-107.77715
Spur_Park,781,MT,SNTL,SNOTEL,8100,46.77962,-110.62165
Squaw_Flat,782,ID,SNTL,SNOTEL,6240,44.77083,-116.24861
Squaw_Springs,1156,UT,SNTL,SNOTEL,9105,38.4973,-112.00789
Squaw_Valley_G.C.,784,CA,SNTL,SNOTEL,8029,39.18998,-120.26475
St._Lawrence_Alt,786,WY,SNTL,SNOTEL,8620,43.03313,-109.17025
Stag_Mountain_______,1203,NV,SNTL,SNOTEL,7800,41.4081,-115.4466
Stahl_Peak,787,MT,SNTL,SNOTEL,6030,48.90902,-114.86298
Stampede_Pass,788,WA,SNTL,SNOTEL,3850,47.27427,-121.34162
Starr_Ridge,789,OR,SNTL,SNOTEL,5250,44.26423,-119.02162
State_Line__________,1258,CA,SNTL,SNOTEL,5680,41.98609,-120.71574
Steel_Creek_Park,790,UT,SNTL,SNOTEL,10200,40.9085,-110.50472
Stevens_Pass________,791,WA,SNTL,SNOTEL,3950,47.74607,-121.09288
Stickney_Mill,792,ID,SNTL,SNOTEL,7430,43.86117,-114.20902
Stillwater_Creek,793,CO,SNTL,SNOTEL,8720,40.22543,-105.91977
Strawberry,794,OR,SNTL,SNOTEL,5770,42.12587,-120.8361
Strawberry_Divide,795,UT,SNTL,SNOTEL,8123,40.16483,-111.20665
Stringer_Creek,1009,MT,SNTL,SNOTEL,6550,46.9269,-110.90198
Stuart_Mountain,901,MT,SNTL,SNOTEL,7400,46.99523,-113.92664
Stump_Lakes,797,CO,SNTL,SNOTEL,11200,37.47621,-107.63295
Sucker_Creek,798,WY,SNTL,SNOTEL,8880,44.7225,-107.40033
Sugarloaf_Mtn,1095,AK,SNTL,SNOTEL,550,61.081,-146.2995
Summer_Rim,800,OR,SNTL,SNOTEL,7080,42.6957,-120.80158
Summit_Creek,955,AK,SNTL,SNOTEL,1400,60.61713,-149.53128
Summit_Lake,801,OR,SNTL,SNOTEL,5610,43.44907,-122.13808
Summit_Lk,1194,NV,SNTL,SNOTEL,7609,41.48953,-118.99663
Summit_Meadow,1052,CA,SNTL,SNOTEL,9313,38.39747,-119.53522
Summit_Ranch,802,CO,SNTL,SNOTEL,9400,39.71796,-106.15802
Sun_Pass,1078,OR,SNTL,SNOTEL,5400,42.78637,-121.97715
Sunflower_Flat,1249,UT,SNTL,SNOTEL,9957,38.048,-111.33983
Sunset,803,ID,SNTL,SNOTEL,5540,47.55545,-115.82422
Surprise_Lakes,804,WA,SNTL,SNOTEL,4290,46.09497,-121.76345
Susitna_Valley_High,967,AK,SNTL,SNOTEL,375,62.13333,-150.04167
Suu_Ranch,1248,UT,SNTL,SNOTEL,8179,37.59627,-112.92122
Swamp_Creek,975,WA,SNTL,SNOTEL,3930,48.57142,-120.78267
Swan_Lake_Mtn,1077,OR,SNTL,SNOTEL,6830,42.41323,-121.68002
Swede_Peak,805,ID,SNTL,SNOTEL,7640,43.626,-113.96887
Swift_Creek,1012,WA,SNTL,SNOTEL,4440,46.1638,-122.18402
Sylvan_Lake,806,WY,SNTL,SNOTEL,8420,44.47764,-110.15651
Sylvan_Road,807,WY,SNTL,SNOTEL,7120,44.46278,-110.13679
Tahoe_City_Cross,809,CA,SNTL,SNOTEL,6797,39.17162,-120.15362
Takka_Wiiya_________,1247,UT,SNTL,SNOTEL,9168,39.74152,-113.98305
Taos_Powderhorn,1168,NM,SNTL,SNOTEL,11057,36.58203,-105.45611
Taylor_Butte,810,OR,SNTL,SNOTEL,5030,42.69108,-121.42592
Taylor_Canyon,811,NV,SNTL,SNOTEL,6200,41.22933,-116.02883
Taylor_Green,812,OR,SNTL,SNOTEL,5740,45.07707,-117.55067
Temple_Fork,1013,UT,SNTL,SNOTEL,7406,41.793,-111.54605
Tent_Mtn_Lower______,1202,NV,SNTL,SNOTEL,7000,40.9785,-115.1722
Tepee_Creek,813,MT,SNTL,SNOTEL,8000,44.78562,-111.71
Teuchet_Creek,951,AK,SNTL,SNOTEL,1640,64.94583,-145.51667
Thaynes_Canyon,814,UT,SNTL,SNOTEL,9230,40.6235,-111.53322
Thistle_Flat,1226,UT,SNTL,SNOTEL,8858,39.2377,-111.5197
Three_Creeks_Meadow,815,OR,SNTL,SNOTEL,5690,44.14425,-121.64095
Thumb_Divide,816,WY,SNTL,SNOTEL,7980,44.36888,-110.57825
Thunder_Basin,817,WA,SNTL,SNOTEL,4320,48.52753,-120.9895
Tie_Creek,818,WY,SNTL,SNOTEL,6870,44.81243,-107.41017
Timber_Creek,819,WY,SNTL,SNOTEL,7950,44.0274,-109.17879
Timberline,1097,UT,SNTL,SNOTEL,8736,39.67712,-110.43395
Timpanogos_Divide,820,UT,SNTL,SNOTEL,8140,40.42817,-111.61633
Tinkham_Creek,899,WA,SNTL,SNOTEL,2990,47.33198,-121.46975
Tipton,821,OR,SNTL,SNOTEL,5150,44.65567,-118.42617
Tizer_Basin,893,MT,SNTL,SNOTEL,6880,46.34937,-111.85308
Toe_Jam,1136,NV,SNTL,SNOTEL,7700,41.32,-116.34
Togwotee_Pass,822,WY,SNTL,SNOTEL,9580,43.74902,-110.0578
Toketee_Airstrip,1044,OR,SNTL,SNOTEL,3240,43.22718,-122.42537
Tokositna_Valley,1089,AK,SNTL,SNOTEL,850,62.63,-150.77617
Tolby,934,NM,SNTL,SNOTEL,10180,36.47493,-105.19468
Tony_Grove_Lake,823,UT,SNTL,SNOTEL,8474,41.89833,-111.62957
Tony_Grove_RS,1113,UT,SNTL,SNOTEL,6332,41.88573,-111.56918
Touchet,824,WA,SNTL,SNOTEL,5530,46.11868,-117.8505
Tower,825,CO,SNTL,SNOTEL,10500,40.53743,-106.6768
Townsend_Creek,826,WY,SNTL,SNOTEL,8700,42.69525,-108.89572
Trapper_Lake,827,CO,SNTL,SNOTEL,9700,39.99884,-107.2362
Tres_Ritos,1083,NM,SNTL,SNOTEL,8600,36.12778,-105.52714
Trial_Lake,828,UT,SNTL,SNOTEL,9992,40.678,-110.94873
Trinchera,829,CO,SNTL,SNOTEL,10860,37.35328,-105.23233
Trinity,1171,WA,SNTL,SNOTEL,2930,48.0747,-120.8493
Trinity_Mtn.,830,ID,SNTL,SNOTEL,7770,43.62903,-115.43818
Triple_Peak,831,WY,SNTL,SNOTEL,8500,42.76393,-110.5914
Trough,832,WA,SNTL,SNOTEL,5480,47.23328,-120.29412
Trout_Creek,833,UT,SNTL,SNOTEL,9518,40.739,-109.6728
Truckee_2,834,CA,SNTL,SNOTEL,6509,39.30087,-120.18407
Turnagain_Pass,954,AK,SNTL,SNOTEL,1880,60.78043,-149.18325
Twelvemile_Creek,835,MT,SNTL,SNOTEL,5600,46.14287,-114.44755
Twin_Lakes,836,MT,SNTL,SNOTEL,6400,46.1438,-114.5056
Two_Ocean_Plateau,837,WY,SNTL,SNOTEL,9240,44.15178,-110.22122
University_Camp,838,CO,SNTL,SNOTEL,10300,40.03279,-105.57615
Upper_Chena,952,AK,SNTL,SNOTEL,2850,65.1,-144.93317
Upper_Joes_Valley,1227,UT,SNTL,SNOTEL,8681,39.4155,-111.2491
Upper_Nome_Creek,1090,AK,SNTL,SNOTEL,2520,65.3671,-146.592
Upper_Rio_Grande,839,CO,SNTL,SNOTEL,9400,37.72194,-107.26015
Upper_San_Juan,840,CO,SNTL,SNOTEL,10200,37.48576,-106.83535
Upper_Taylor,1141,CO,SNTL,SNOTEL,10640,38.99077,-106.75422
Upper_Tsaina_River,1055,AK,SNTL,SNOTEL,1750,61.19112,-145.64807
Upper_Wheeler,841,WA,SNTL,SNOTEL,4330,47.28734,-120.37015
Usu_Doc_Daniel,1098,UT,SNTL,SNOTEL,8270,41.86425,-111.50603
Ute_Creek,1005,CO,SNTL,SNOTEL,10650,37.61497,-105.37327
Vacarro_Spring,1137,NV,SNTL,SNOTEL,7836,39.44868,-115.98338
Vacas_Locas,1017,NM,SNTL,SNOTEL,9306,36.02635,-106.81362
Vail_Mountain,842,CO,SNTL,SNOTEL,10300,39.61676,-106.38006
Vallecito,843,CO,SNTL,SNOTEL,10880,37.4851,-107.5068
Van_Wyck,979,ID,SNTL,SNOTEL,4920,44.37665,-116.3366
Vernon_Creek,844,UT,SNTL,SNOTEL,7401,39.93667,-112.41478
Vienna_Mine,845,ID,SNTL,SNOTEL,8960,43.79942,-114.85273
Virginia_Lakes_Ridge,846,CA,SNTL,SNOTEL,9445,38.07298,-119.23433
Wager_Gulch,1188,CO,SNTL,SNOTEL,11100,37.88248,-107.3643
Waldron,847,MT,SNTL,SNOTEL,5600,47.91998,-112.79087
Ward_Creek_3,848,CA,SNTL,SNOTEL,6655,39.13562,-120.21763
Ward_Mountain,849,NV,SNTL,SNOTEL,9200,39.13242,-114.95575
Warm_Springs,850,MT,SNTL,SNOTEL,7800,46.27368,-113.164
Waterhole,974,WA,SNTL,SNOTEL,5010,47.94485,-123.42594
Webber_Springs,852,WY,SNTL,SNOTEL,9250,41.15946,-106.92714
Webster_Flat,853,UT,SNTL,SNOTEL,9203,37.575,-112.90155
Wells_Creek,909,WA,SNTL,SNOTEL,4030,48.8661,-121.78976
Weminuche_Creek,1160,CO,SNTL,SNOTEL,10740,37.51976,-107.32152
Wesner_Springs,854,NM,SNTL,SNOTEL,11120,35.77556,-105.5425
West_Branch,855,ID,SNTL,SNOTEL,5560,45.0722,-116.45413
West_Yellowstone,924,MT,SNTL,SNOTEL,6700,44.65866,-111.09199
Wheeler_Peak,1147,NV,SNTL,SNOTEL,10120,39.00995,-114.31021
Whiskey_Ck,857,CO,SNTL,SNOTEL,10220,37.21411,-105.12245
Whiskey_Creek,858,MT,SNTL,SNOTEL,6800,44.61088,-111.14998
Whiskey_Park,859,WY,SNTL,SNOTEL,8950,41.00289,-106.90848
White_Elephant,860,ID,SNTL,SNOTEL,7710,44.53267,-111.41085
White_Horse_Lake,861,AZ,SNTL,SNOTEL,7180,35.14202,-112.14915
White_Mill,862,MT,SNTL,SNOTEL,8700,45.04575,-109.90987
White_Pass_E.S.,863,WA,SNTL,SNOTEL,4440,46.64142,-121.38153
White_River_1,864,UT,SNTL,SNOTEL,8641,39.9645,-110.98845
White_River_Nv______,1213,NV,SNTL,SNOTEL,7440,38.94565,-115.37918
Widtsoe_3,865,UT,SNTL,SNOTEL,9640,37.83633,-111.88163
Wild_Basin,1042,CO,SNTL,SNOTEL,9560,40.20105,-105.60248
Wildcat,866,AZ,SNTL,SNOTEL,7850,33.75835,-109.47973
Wildhorse_Divide,867,ID,SNTL,SNOTEL,6490,42.75743,-112.47783
Willow_Creek,868,WY,SNTL,SNOTEL,8380,42.81513,-110.83515
Willow_Creek_Pass,869,CO,SNTL,SNOTEL,9540,40.34703,-106.09433
Willow_Park,870,CO,SNTL,SNOTEL,10700,40.43254,-105.73337
Wilson_Creek,871,ID,SNTL,SNOTEL,7120,42.01257,-115.00278
Windy_Peak,872,WY,SNTL,SNOTEL,7900,42.2802,-105.57816
Wolf_Creek,873,OR,SNTL,SNOTEL,5630,45.06703,-118.15192
Wolf_Creek_Summit,874,CO,SNTL,SNOTEL,11000,37.47922,-106.8017
Wolverine,875,WY,SNTL,SNOTEL,7650,44.80417,-109.657
Wood_Creek,876,MT,SNTL,SNOTEL,5960,47.44847,-112.81428
Workman_Creek,877,AZ,SNTL,SNOTEL,6900,33.81242,-110.91773
Wrigley_Creek,1228,UT,SNTL,SNOTEL,9162,39.13427,-111.3539
Yankee_Reservoir____,1197,UT,SNTL,SNOTEL,8708,37.748,-112.775
Younts_Peak,878,WY,SNTL,SNOTEL,8350,43.93225,-109.81775
Zirkel,1033,CO,SNTL,SNOTEL,9340,40.79488,-106.59535
